Code,Label,Year,Persons - 0-4 years (no.),Persons - 5-9 years (no.),Persons - 10-14 years (no.),Persons - 15-19 years (no.),Persons - 20-24 years (no.),Persons - 25-29 years (no.),Persons - 30-34 years (no.),Persons - 35-39 years (no.),Persons - 40-44 years (no.),Persons - 45-49 years (no.),Persons - 50-54 years (no.),Persons - 55-59 years (no.),Persons - 60-64 years (no.),Persons - 65-69 years (no.),Persons - 70-74 years (no.),Persons - 75-79 years (no.),Persons - 80-84 years (no.),Persons - 85 and over (no.),Persons - 0-4 years (%),Persons - 5-9 years (%),Persons - 10-14 years (%),Persons - 15-19 years (%),Persons - 20-24 years (%),Persons - 25-29 years (%),Persons - 30-34 years (%),Persons - 35-39 years (%),Persons - 40-44 years (%),Persons - 45-49 years (%),Persons - 50-54 years (%),Persons - 55-59 years (%),Persons - 60-64 years (%),Persons - 65-69 years (%),Persons - 70-74 years (%),Persons - 75-79 years (%),Persons - 80-84 years (%),Persons - 85 and over (%)
111031233,Wallsend - Elermore Vale,2018,"1,224","1,215","1,117","1,138","1,459","1,576","1,354","1,230","1,174","1,174","1,154","1,179","1,189","1,063","1,017",737,540,674,6.1,6.0,5.5,5.6,7.2,7.8,6.7,6.1,5.8,5.8,5.7,5.8,5.9,5.3,5.0,3.6,2.7,3.3
111031234,Waratah - North Lambton,2018,750,671,582,650,"1,449","1,246","1,114",763,754,700,637,713,632,430,417,335,286,406,6.0,5.4,4.6,5.2,11.6,9.9,8.9,6.1,6.0,5.6,5.1,5.7,5.0,3.4,3.3,2.7,2.3,3.2
111031235,Wickham - Carrington - Tighes Hill,2018,496,432,355,287,722,"1,012",898,671,515,583,508,555,462,372,253,159,101,109,5.8,5.1,4.2,3.4,8.5,11.9,10.6,7.9,6.1,6.9,6.0,6.5,5.4,4.4,3.0,1.9,1.2,1.3
112011236,Ballina,2018,821,865,838,888,809,833,877,862,890,"1,053","1,084","1,306","1,303","1,483","1,318",981,793,"1,039",4.6,4.8,4.6,4.9,4.5,4.6,4.9,4.8,4.9,5.8,6.0,7.2,7.2,8.2,7.3,5.4,4.4,5.8
112011237,Ballina Region,2018,868,"1,219","1,237","1,188",744,628,804,991,"1,005","1,209","1,204","1,300","1,283","1,225","1,020",721,479,588,4.9,6.9,7.0,6.7,4.2,3.5,4.5,5.6,5.7,6.8,6.8,7.3,7.2,6.9,5.8,4.1,2.7,3.3
112011238,Bangalow,2018,375,384,484,309,185,260,353,364,436,593,482,505,494,420,282,139,75,100,6.0,6.2,7.8,5.0,3.0,4.2,5.7,5.8,7.0,9.5,7.7,8.1,7.9,6.7,4.5,2.2,1.2,1.6
112011239,Brunswick Heads - Ocean Shores,2018,453,506,498,517,328,330,460,585,687,712,619,703,744,584,432,231,185,190,5.2,5.8,5.7,5.9,3.7,3.8,5.2,6.7,7.8,8.1,7.1,8.0,8.5,6.7,4.9,2.6,2.1,2.2
112011240,Byron Bay,2018,545,491,462,425,547,933,897,753,786,696,648,792,812,645,481,249,153,196,5.2,4.7,4.4,4.0,5.2,8.9,8.5,7.2,7.5,6.6,6.2,7.5,7.7,6.1,4.6,2.4,1.5,1.9
112011241,Evans Head,2018,277,311,325,303,207,188,265,256,304,335,354,474,434,402,355,248,194,177,5.1,5.7,6.0,5.6,3.8,3.5,4.9,4.7,5.6,6.2,6.5,8.8,8.0,7.4,6.6,4.6,3.6,3.3
112011242,Lennox Head - Skennars Head,2018,510,569,551,585,346,307,438,478,562,661,607,675,601,522,412,216,143,155,6.1,6.8,6.6,7.0,4.1,3.7,5.3,5.7,6.7,7.9,7.3,8.1,7.2,6.3,4.9,2.6,1.7,1.9
112011243,Mullumbimby,2018,494,578,576,473,274,346,421,500,595,696,677,696,809,649,410,237,142,167,5.7,6.6,6.6,5.4,3.1,4.0,4.8,5.7,6.8,8.0,7.7,8.0,9.3,7.4,4.7,2.7,1.6,1.9
112021244,Casino,2018,841,913,813,857,749,730,585,617,664,735,690,731,764,785,725,547,410,404,6.7,7.3,6.5,6.8,6.0,5.8,4.7,4.9,5.3,5.9,5.5,5.8,6.1,6.3,5.8,4.4,3.3,3.2
112021245,Casino Region,2018,399,413,501,476,304,245,276,278,373,466,590,667,584,539,413,254,161,117,5.7,5.9,7.1,6.7,4.3,3.5,3.9,3.9,5.3,6.6,8.4,9.5,8.3,7.6,5.9,3.6,2.3,1.7
112021246,Goonellabah,2018,831,833,872,875,887,827,753,810,710,762,804,852,800,793,633,503,377,489,6.2,6.2,6.5,6.5,6.6,6.2,5.6,6.0,5.3,5.7,6.0,6.4,6.0,5.9,4.7,3.8,2.8,3.6
112021247,Kyogle,2018,319,472,450,437,267,227,252,370,366,481,563,643,725,601,448,296,198,200,4.4,6.5,6.2,6.0,3.7,3.1,3.4,5.1,5.0,6.6,7.7,8.8,9.9,8.2,6.1,4.0,2.7,2.7
112021248,Lismore,2018,794,893,977,910,"1,092",986,874,907,968,"1,001","1,054","1,149","1,001",824,607,498,348,426,5.2,5.8,6.4,5.9,7.1,6.4,5.7,5.9,6.3,6.5,6.9,7.5,6.5,5.4,4.0,3.3,2.3,2.8
112021249,Lismore Region,2018,720,983,"1,063","1,042",563,496,648,816,943,"1,209","1,207","1,490","1,472","1,195",757,416,256,196,4.7,6.4,6.9,6.7,3.6,3.2,4.2,5.3,6.1,7.8,7.8,9.6,9.5,7.7,4.9,2.7,1.7,1.3
112031250,Kingscliff - Fingal Head,2018,814,964,927,915,702,552,727,878,974,"1,009",906,"1,070","1,099",993,843,540,410,379,5.5,6.6,6.3,6.2,4.8,3.8,4.9,6.0,6.6,6.9,6.2,7.3,7.5,6.8,5.7,3.7,2.8,2.6
112031251,Murwillumbah,2018,537,654,652,649,388,423,451,524,535,635,587,688,629,575,492,363,271,346,5.7,7.0,6.9,6.9,4.1,4.5,4.8,5.6,5.7,6.8,6.2,7.3,6.7,6.1,5.2,3.9,2.9,3.7
112031252,Murwillumbah Region,2018,493,581,694,557,364,323,469,489,549,722,752,"1,003",952,818,494,313,207,150,5.0,5.9,7.0,5.6,3.7,3.3,4.7,4.9,5.5,7.3,7.6,10.1,9.6,8.2,5.0,3.2,2.1,1.5
112031253,Pottsville,2018,977,"1,097",993,758,540,559,709,867,932,"1,059",797,"1,059","1,014",851,701,492,302,307,7.0,7.8,7.1,5.4,3.9,4.0,5.1,6.2,6.7,7.6,5.7,7.6,7.2,6.1,5.0,3.5,2.2,2.2
112031254,Tweed Heads,2018,976,925,868,"1,000","1,131","1,069","1,037","1,012","1,017","1,213","1,189","1,471","1,527","1,510","1,411","1,101",820,"1,007",4.8,4.6,4.3,4.9,5.6,5.3,5.1,5.0,5.0,6.0,5.9,7.3,7.5,7.4,7.0,5.4,4.0,5.0
112031550,Banora Point,2018,771,885,901,899,775,741,731,823,888,913,977,"1,020","1,024","1,130","1,148",946,719,781,4.8,5.5,5.6,5.6,4.8,4.6,4.5,5.1,5.5,5.7,6.1,6.3,6.4,7.0,7.1,5.9,4.5,4.9
112031551,Terranora - North Tumblegum,2018,190,246,264,272,187,109,157,190,242,266,235,253,229,189,151,82,70,46,5.6,7.3,7.8,8.1,5.5,3.2,4.6,5.6,7.2,7.9,7.0,7.5,6.8,5.6,4.5,2.4,2.1,1.4
112031552,Tweed Heads South,2018,373,405,389,368,403,327,385,351,371,448,431,531,571,629,646,607,525,569,4.5,4.9,4.7,4.4,4.8,3.9,4.6,4.2,4.5,5.4,5.2,6.4,6.9,7.6,7.8,7.3,6.3,6.8
113011256,Griffith (NSW),2018,"1,541","1,372","1,333","1,200","1,341","1,669","1,504","1,302","1,134","1,181","1,132","1,167","1,031",841,724,573,540,666,7.6,6.8,6.6,5.9,6.6,8.2,7.4,6.4,5.6,5.8,5.6,5.8,5.1,4.2,3.6,2.8,2.7,3.3
113011257,Griffith Region,2018,889,973,"1,026",881,715,824,768,714,804,908,949,"1,011",847,626,510,346,234,195,6.7,7.4,7.8,6.7,5.4,6.2,5.8,5.4,6.1,6.9,7.2,7.6,6.4,4.7,3.9,2.6,1.8,1.5
113011258,Leeton,2018,697,682,801,933,556,648,564,501,562,647,605,727,594,493,461,359,261,240,6.7,6.6,7.8,9.0,5.4,6.3,5.5,4.8,5.4,6.3,5.9,7.0,5.7,4.8,4.5,3.5,2.5,2.3
113011259,Narrandera,2018,402,481,416,297,306,292,287,288,341,351,367,498,431,386,339,246,186,192,6.6,7.9,6.8,4.9,5.0,4.8,4.7,4.7,5.6,5.7,6.0,8.2,7.1,6.3,5.6,4.0,3.0,3.1
113021260,Tumbarumba,2018,224,204,201,174,120,176,199,193,197,232,199,282,281,251,223,157,90,89,6.4,5.8,5.8,5.0,3.4,5.0,5.7,5.5,5.6,6.6,5.7,8.1,8.0,7.2,6.4,4.5,2.6,2.5
113021261,Tumut,2018,417,442,437,350,321,351,350,372,371,375,407,422,418,363,340,246,155,199,6.6,7.0,6.9,5.5,5.1,5.5,5.5,5.9,5.9,5.9,6.4,6.7,6.6,5.7,5.4,3.9,2.4,3.1
113021262,Tumut Region,2018,243,319,301,251,162,221,235,221,281,307,302,377,402,374,303,196,134,108,5.1,6.7,6.4,5.3,3.4,4.7,5.0,4.7,5.9,6.5,6.4,8.0,8.5,7.9,6.4,4.1,2.8,2.3
113031263,Cootamundra,2018,391,461,505,387,339,346,333,377,376,468,453,575,550,596,520,459,247,304,5.1,6.0,6.6,5.0,4.4,4.5,4.3,4.9,4.9,6.1,5.9,7.5,7.2,7.8,6.8,6.0,3.2,4.0
113031264,Gundagai,2018,209,224,290,249,193,159,185,194,189,231,246,246,248,234,187,144,102,102,5.8,6.2,8.0,6.9,5.3,4.4,5.1,5.3,5.2,6.4,6.8,6.8,6.8,6.4,5.1,4.0,2.8,2.8
113031265,Junee,2018,386,397,387,315,396,498,506,453,442,450,397,445,433,337,305,191,103,108,5.9,6.1,5.9,4.8,6.0,7.6,7.7,6.9,6.7,6.9,6.1,6.8,6.6,5.1,4.7,2.9,1.6,1.6
113031266,Temora,2018,429,446,442,428,289,344,342,304,336,403,491,503,459,492,449,316,232,213,6.2,6.4,6.4,6.2,4.2,5.0,4.9,4.4,4.9,5.8,7.1,7.3,6.6,7.1,6.5,4.6,3.4,3.1
113031267,Wagga Wagga - East,2018,"1,154","1,222","1,290","1,201",939,"1,027","1,100","1,009","1,029","1,104","1,039","1,026","1,008",908,801,550,390,314,6.7,7.1,7.5,7.0,5.5,6.0,6.4,5.9,6.0,6.5,6.1,6.0,5.9,5.3,4.7,3.2,2.3,1.8
113031268,Wagga Wagga - North,2018,355,313,278,351,815,476,388,339,251,263,231,212,163,108,100,97,82,116,7.2,6.3,5.6,7.1,16.5,9.6,7.9,6.9,5.1,5.3,4.7,4.3,3.3,2.2,2.0,2.0,1.7,2.3
113031269,Wagga Wagga - South,2018,"1,673","1,637","1,455","1,569","1,557","1,574","1,414","1,394","1,307","1,396","1,225","1,332","1,111",953,691,580,392,498,7.7,7.5,6.7,7.2,7.2,7.2,6.5,6.4,6.0,6.4,5.6,6.1,5.1,4.4,3.2,2.7,1.8,2.3
113031270,Wagga Wagga - West,2018,797,708,612,810,"1,352","1,273",986,737,604,674,596,717,708,529,471,392,304,365,6.3,5.6,4.8,6.4,10.7,10.1,7.8,5.8,4.8,5.3,4.7,5.7,5.6,4.2,3.7,3.1,2.4,2.9
113031271,Wagga Wagga Region,2018,"1,072","1,165","1,150","1,040",805,915,903,844,912,971,967,"1,106",924,853,685,481,310,296,7.0,7.6,7.5,6.8,5.2,5.9,5.9,5.5,5.9,6.3,6.3,7.2,6.0,5.5,4.4,3.1,2.0,1.9
114011272,Berry - Kangaroo Valley,2018,419,491,436,368,337,278,370,401,427,483,495,718,853,842,795,589,412,407,4.6,5.4,4.8,4.0,3.7,3.0,4.1,4.4,4.7,5.3,5.4,7.9,9.4,9.2,8.7,6.5,4.5,4.5
114011273,Callala Bay - Currarong,2018,114,170,216,233,169,142,137,123,181,226,275,295,343,335,326,215,134,97,3.1,4.6,5.8,6.2,4.5,3.8,3.7,3.3,4.9,6.1,7.4,7.9,9.2,9.0,8.7,5.8,3.6,2.6
114011274,Culburra Beach,2018,254,222,214,229,242,200,226,251,224,257,325,455,418,435,428,306,217,217,5.0,4.3,4.2,4.5,4.7,3.9,4.4,4.9,4.4,5.0,6.3,8.9,8.2,8.5,8.4,6.0,4.2,4.2
114011276,Huskisson - Vincentia,2018,252,228,174,185,160,207,208,220,263,262,277,398,394,403,383,220,132,165,5.6,5.0,3.8,4.1,3.5,4.6,4.6,4.9,5.8,5.8,6.1,8.8,8.7,8.9,8.5,4.9,2.9,3.6
114011277,North Nowra - Bomaderry,2018,967,"1,066","1,120",921,859,916,892,869,857,"1,013",916,"1,125","1,165","1,073",921,621,473,437,6.0,6.6,6.9,5.7,5.3,5.7,5.5,5.4,5.3,6.2,5.7,6.9,7.2,6.6,5.7,3.8,2.9,2.7
114011278,Nowra,2018,"1,519","1,446","1,333","1,282","1,541","1,762","1,424","1,346","1,200","1,240","1,161","1,254","1,040","1,115",962,678,457,449,7.2,6.8,6.3,6.0,7.3,8.3,6.7,6.3,5.7,5.8,5.5,5.9,4.9,5.3,4.5,3.2,2.2,2.1
114011279,St Georges Basin - Erowal Bay,2018,709,862,931,809,701,637,638,679,768,886,857,963,"1,039","1,237","1,159",820,577,448,4.8,5.9,6.3,5.5,4.8,4.3,4.3,4.6,5.2,6.0,5.8,6.5,7.1,8.4,7.9,5.6,3.9,3.0
114011280,Sussex Inlet - Berrara,2018,199,156,198,162,144,127,162,156,197,195,255,342,469,426,491,339,221,237,4.4,3.5,4.4,3.6,3.2,2.8,3.6,3.5,4.4,4.4,5.7,7.6,10.5,9.5,11.0,7.6,4.9,5.3
114011281,Tomerong - Wandandian - Woollamia,2018,166,201,216,226,181,128,130,199,203,293,273,313,297,276,219,115,52,33,4.7,5.7,6.1,6.4,5.1,3.6,3.7,5.7,5.8,8.3,7.8,8.9,8.4,7.8,6.2,3.3,1.5,0.9
114011282,Ulladulla,2018,826,894,902,876,501,566,709,759,796,909,929,"1,214","1,368","1,419","1,321",916,682,626,5.1,5.5,5.6,5.4,3.1,3.5,4.4,4.7,4.9,5.6,5.7,7.5,8.4,8.8,8.1,5.6,4.2,3.9
114011283,Ulladulla Region,2018,204,267,267,270,170,168,191,205,268,325,370,541,565,549,468,225,160,118,3.8,5.0,5.0,5.1,3.2,3.2,3.6,3.8,5.0,6.1,6.9,10.1,10.6,10.3,8.8,4.2,3.0,2.2
114021284,Bowral,2018,549,754,876,768,449,399,369,550,632,865,823,860,911,"1,065","1,216",999,662,712,4.1,5.6,6.5,5.7,3.3,3.0,2.7,4.1,4.7,6.4,6.1,6.4,6.8,7.9,9.0,7.4,4.9,5.3
114021285,Hill Top - Colo Vale,2018,460,488,494,421,397,353,419,394,402,480,465,419,349,293,255,163,73,49,7.2,7.7,7.8,6.6,6.2,5.5,6.6,6.2,6.3,7.5,7.3,6.6,5.5,4.6,4.0,2.6,1.1,0.8
114021286,Mittagong,2018,541,553,578,715,473,442,490,500,550,597,598,705,639,583,598,435,296,256,5.7,5.8,6.1,7.5,5.0,4.6,5.1,5.2,5.8,6.3,6.3,7.4,6.7,6.1,6.3,4.6,3.1,2.7
114021287,Moss Vale - Berrima,2018,596,701,653,875,519,546,559,552,621,665,625,718,615,628,658,468,267,239,5.7,6.7,6.2,8.3,4.9,5.2,5.3,5.3,5.9,6.3,5.9,6.8,5.9,6.0,6.3,4.5,2.5,2.3
114021288,Robertson - Fitzroy Falls,2018,159,205,307,230,158,136,141,147,217,301,253,270,296,293,297,162,66,48,4.3,5.6,8.3,6.2,4.3,3.7,3.8,4.0,5.9,8.2,6.9,7.3,8.0,7.9,8.1,4.4,1.8,1.3
114021289,Southern Highlands,2018,284,378,431,399,212,234,268,278,372,449,513,565,542,611,589,390,186,177,4.1,5.5,6.3,5.8,3.1,3.4,3.9,4.0,5.4,6.5,7.5,8.2,7.9,8.9,8.6,5.7,2.7,2.6
115011290,Baulkham Hills (East),2018,"1,824","2,058","1,636","1,340","1,123","1,295","1,779","2,302","2,038","1,819","1,350","1,221","1,055","1,083","1,050",709,492,464,7.4,8.4,6.6,5.4,4.6,5.3,7.2,9.3,8.3,7.4,5.5,5.0,4.3,4.4,4.3,2.9,2.0,1.9
115011291,Baulkham Hills (West) - Bella Vista,2018,"1,127","1,566","1,512","1,573","1,949","1,309",946,"1,502","1,554","1,570","1,394","1,496","1,205","1,143",834,466,318,202,5.2,7.2,7.0,7.3,9.0,6.0,4.4,6.9,7.2,7.2,6.4,6.9,5.6,5.3,3.8,2.2,1.5,0.9
115011294,Glenhaven,2018,286,434,483,449,461,306,207,279,374,438,451,446,410,379,358,331,242,211,4.4,6.6,7.4,6.9,7.0,4.7,3.2,4.3,5.7,6.7,6.9,6.8,6.3,5.8,5.5,5.1,3.7,3.2
115011296,West Pennant Hills,2018,627,882,828,947,"1,004",815,612,734,785,853,927,"1,071","1,056",834,593,308,175,167,4.7,6.7,6.3,7.2,7.6,6.2,4.6,5.6,5.9,6.5,7.0,8.1,8.0,6.3,4.5,2.3,1.3,1.3
115011553,Castle Hill - Central,2018,509,640,495,478,462,460,552,651,648,593,432,451,386,386,356,230,132,88,6.4,8.1,6.2,6.0,5.8,5.8,6.9,8.2,8.2,7.5,5.4,5.7,4.9,4.9,4.5,2.9,1.7,1.1
115011554,Castle Hill - East,2018,166,331,363,352,385,231,131,227,319,340,367,369,299,187,269,214,288,753,3.0,5.9,6.5,6.3,6.9,4.1,2.3,4.1,5.7,6.1,6.6,6.6,5.3,3.3,4.8,3.8,5.2,13.5
115011555,Castle Hill - North,2018,572,831,997,934,831,626,533,707,862,968,891,850,800,709,589,362,241,201,4.6,6.6,8.0,7.5,6.6,5.0,4.3,5.7,6.9,7.7,7.1,6.8,6.4,5.7,4.7,2.9,1.9,1.6
115011556,Castle Hill - South,2018,633,784,715,639,661,525,549,791,761,734,581,581,594,537,464,269,203,122,6.2,7.7,7.0,6.3,6.5,5.2,5.4,7.8,7.5,7.2,5.7,5.7,5.9,5.3,4.6,2.7,2.0,1.2
115011557,Castle Hill - West,2018,287,409,428,462,398,303,289,332,411,426,412,409,330,243,185,91,48,38,5.2,7.4,7.8,8.4,7.2,5.5,5.3,6.0,7.5,7.7,7.5,7.4,6.0,4.4,3.4,1.7,0.9,0.7
115011558,Cherrybrook,2018,869,"1,225","1,604","1,570","1,375",860,778,"1,081","1,394","1,585","1,368","1,429","1,245","1,026",777,476,377,401,4.5,6.3,8.3,8.1,7.1,4.4,4.0,5.6,7.2,8.2,7.0,7.4,6.4,5.3,4.0,2.4,1.9,2.1
115011559,Kellyville,2018,"1,746","2,034","2,165","2,025","1,953","1,444","1,530","2,061","2,067","2,185","1,711","1,551","1,227",984,768,442,251,131,6.6,7.7,8.2,7.7,7.4,5.5,5.8,7.8,7.9,8.3,6.5,5.9,4.7,3.7,2.9,1.7,1.0,0.5
115021297,Dural - Kenthurst - Wisemans Ferry,2018,"1,139","1,443","1,663","1,810","1,541","1,166",875,"1,087","1,395","1,749","1,656","1,532","1,294","1,177","1,079",739,464,437,5.1,6.5,7.5,8.1,6.9,5.2,3.9,4.9,6.3,7.9,7.4,6.9,5.8,5.3,4.9,3.3,2.1,2.0
115021298,Galston - Laughtondale,2018,253,337,370,423,331,244,214,239,342,387,399,405,334,247,294,199,140,202,4.7,6.3,6.9,7.9,6.2,4.6,4.0,4.5,6.4,7.2,7.4,7.6,6.2,4.6,5.5,3.7,2.6,3.8
115031299,Bilpin - Colo - St Albans,2018,153,157,151,182,128,127,105,124,198,234,242,250,197,172,190,96,46,38,5.5,5.6,5.4,6.5,4.6,4.6,3.8,4.4,7.1,8.4,8.7,9.0,7.1,6.2,6.8,3.4,1.6,1.4
115031300,Kurrajong Heights - Ebenezer,2018,"1,401","1,550","1,619","1,720","1,447","1,364","1,181","1,301","1,367","1,830","1,743","1,600","1,405","1,183",887,532,286,231,6.2,6.8,7.1,7.6,6.4,6.0,5.2,5.7,6.0,8.1,7.7,7.1,6.2,5.2,3.9,2.3,1.3,1.0
115041301,Pitt Town - McGraths Hill,2018,769,880,836,807,749,629,728,683,777,880,745,684,589,483,451,299,180,127,6.8,7.8,7.4,7.1,6.6,5.6,6.4,6.0,6.9,7.8,6.6,6.1,5.2,4.3,4.0,2.6,1.6,1.1
115041302,Rouse Hill - Beaumont Hills,2018,"2,087","2,567","2,396","2,189","1,903","1,488","1,880","2,449","2,412","2,433","1,668","1,299","1,028",771,593,333,183,149,7.5,9.2,8.6,7.9,6.8,5.3,6.8,8.8,8.7,8.7,6.0,4.7,3.7,2.8,2.1,1.2,0.7,0.5
116011303,Blacktown (East) - Kings Park,2018,"1,783","1,155",753,772,"1,170","1,955","2,346","1,764","1,065",905,812,761,752,564,471,349,229,282,10.0,6.5,4.2,4.3,6.5,10.9,13.1,9.9,6.0,5.1,4.5,4.3,4.2,3.2,2.6,2.0,1.3,1.6
116011304,Blacktown (North) - Marayong,2018,"1,483","1,326","1,182","1,096","1,462","1,641","1,643","1,660","1,226","1,127",943,"1,008",981,910,653,394,334,345,7.6,6.8,6.1,5.6,7.5,8.5,8.5,8.6,6.3,5.8,4.9,5.2,5.1,4.7,3.4,2.0,1.7,1.8
116011306,Doonside - Woodcroft,2018,"1,775","1,696","1,672","1,711","1,832","1,966","2,040","1,956","1,633","1,580","1,457","1,503","1,341","1,055",681,372,239,194,7.2,6.9,6.8,6.9,7.4,8.0,8.3,7.9,6.6,6.4,5.9,6.1,5.4,4.3,2.8,1.5,1.0,0.8
116011307,Lalor Park - Kings Langley,2018,"1,899","1,813","1,526","1,521","1,672","1,759","1,895","2,065","1,784","1,700","1,489","1,626","1,518","1,306",932,538,456,481,7.3,7.0,5.9,5.9,6.4,6.8,7.3,7.9,6.9,6.5,5.7,6.3,5.8,5.0,3.6,2.1,1.8,1.9
116011308,Seven Hills - Toongabbie,2018,"1,823","1,814","1,462","1,477","1,640","1,871","2,193","2,288","1,815","1,632","1,460","1,418","1,305","1,202","1,038",591,394,319,7.1,7.0,5.7,5.7,6.4,7.3,8.5,8.9,7.1,6.3,5.7,5.5,5.1,4.7,4.0,2.3,1.5,1.2
116011560,Blacktown (South),2018,986,907,840,856,976,954,"1,085","1,033",892,786,773,743,614,485,372,298,257,149,7.6,7.0,6.5,6.6,7.5,7.3,8.3,7.9,6.9,6.0,5.9,5.7,4.7,3.7,2.9,2.3,2.0,1.1
116011561,Blacktown (West),2018,"1,295","1,111",974,"1,124","1,322","1,395","1,458","1,302","1,019","1,016",988,932,794,582,467,389,347,352,7.7,6.6,5.8,6.7,7.8,8.3,8.6,7.7,6.0,6.0,5.9,5.5,4.7,3.5,2.8,2.3,2.1,2.1
116021309,Glenwood,2018,"1,061","1,192","1,369","1,451","1,415","1,061",987,"1,336","1,371","1,372","1,169",962,732,571,418,229,126,83,6.3,7.1,8.1,8.6,8.4,6.3,5.8,7.9,8.1,8.1,6.9,5.7,4.3,3.4,2.5,1.4,0.7,0.5
116021310,Parklea - Kellyville Ridge,2018,"2,973","3,341","2,846","2,200","2,072","2,086","2,938","3,856","3,580","2,738","1,892","1,492","1,185",897,694,370,191,118,8.4,9.4,8.0,6.2,5.8,5.9,8.3,10.9,10.1,7.7,5.3,4.2,3.3,2.5,2.0,1.0,0.5,0.3
116021312,Riverstone - Marsden Park,2018,"2,675","2,398","1,874","1,490","1,569","2,168","3,006","2,886","1,958","1,554","1,144","1,053",822,704,545,374,232,178,10.0,9.0,7.0,5.6,5.9,8.1,11.3,10.8,7.4,5.8,4.3,4.0,3.1,2.6,2.0,1.4,0.9,0.7
116021562,Acacia Gardens,2018,276,318,309,235,257,266,300,391,346,286,240,246,160,157,80,50,26,21,7.0,8.0,7.8,5.9,6.5,6.7,7.6,9.9,8.7,7.2,6.1,6.2,4.0,4.0,2.0,1.3,0.7,0.5
116021563,Quakers Hill,2018,"1,992","2,048","1,650","1,578","1,755","1,561","2,237","2,219","1,879","1,609","1,466","1,231","1,090",808,557,273,160,167,8.2,8.4,6.8,6.5,7.2,6.4,9.2,9.1,7.7,6.6,6.0,5.1,4.5,3.3,2.3,1.1,0.7,0.7
116031313,Bidwill - Hebersham - Emerton,2018,"1,719","1,649","1,465","1,575","1,452","1,368","1,254","1,056",948,"1,185","1,036","1,000",905,867,751,389,199,150,9.1,8.7,7.7,8.3,7.7,7.2,6.6,5.6,5.0,6.2,5.5,5.3,4.8,4.6,4.0,2.1,1.0,0.8
116031314,Glendenning - Dean Park,2018,736,749,687,684,551,607,732,747,666,520,535,502,340,268,171,104,61,76,8.4,8.6,7.9,7.8,6.3,6.9,8.4,8.6,7.6,6.0,6.1,5.7,3.9,3.1,2.0,1.2,0.7,0.9
116031315,Hassall Grove - Plumpton,2018,"1,662","1,677","1,628","1,816","1,869","1,705","1,598","1,426","1,462","1,557","1,497","1,339","1,033",706,402,231,166,158,7.6,7.6,7.4,8.3,8.5,7.8,7.3,6.5,6.7,7.1,6.8,6.1,4.7,3.2,1.8,1.1,0.8,0.7
116031316,Lethbridge Park - Tregear,2018,"2,267","2,061","1,692","1,612","1,674","1,716","1,900","1,697","1,259","1,246","1,099","1,016",814,727,742,524,275,156,10.1,9.2,7.5,7.2,7.4,7.6,8.5,7.5,5.6,5.5,4.9,4.5,3.6,3.2,3.3,2.3,1.2,0.7
116031317,Mount Druitt - Whalan,2018,"2,211","1,989","1,755","1,682","1,702","1,818","2,026","1,836","1,511","1,353","1,350","1,121","1,010",798,723,478,306,242,9.2,8.3,7.3,7.0,7.1,7.6,8.5,7.7,6.3,5.7,5.6,4.7,4.2,3.3,3.0,2.0,1.3,1.0
116031319,Rooty Hill - Minchinbury,2018,"1,688","1,564","1,428","1,463","1,761","1,787","1,744","1,780","1,393","1,372","1,419","1,363","1,147",916,695,361,212,331,7.5,7.0,6.4,6.5,7.9,8.0,7.8,7.9,6.2,6.1,6.3,6.1,5.1,4.1,3.1,1.6,0.9,1.5
117011321,Botany,2018,899,856,722,656,786,"1,042","1,123","1,069","1,011",940,767,693,520,435,341,247,164,168,7.2,6.9,5.8,5.3,6.3,8.4,9.0,8.6,8.1,7.6,6.2,5.6,4.2,3.5,2.7,2.0,1.3,1.4
117011322,Mascot - Eastlakes,2018,"1,713","1,337","1,058","1,532","2,782","3,539","3,171","2,432","1,823","1,617","1,318","1,316","1,107",899,819,628,487,421,6.1,4.8,3.8,5.5,9.9,12.6,11.3,8.7,6.5,5.8,4.7,4.7,4.0,3.2,2.9,2.2,1.7,1.5
117011323,Pagewood - Hillsdale - Daceyville,2018,655,720,741,724,963,"1,018",951,872,778,893,728,663,625,523,506,354,259,229,5.4,5.9,6.1,5.9,7.9,8.3,7.8,7.1,6.4,7.3,6.0,5.4,5.1,4.3,4.1,2.9,2.1,1.9
117021326,Marrickville,2018,"1,587","1,324","1,127",998,"2,221","3,399","3,155","2,533","2,079","1,957","1,584","1,578","1,268","1,011",946,649,605,583,5.5,4.6,3.9,3.5,7.8,11.9,11.0,8.9,7.3,6.8,5.5,5.5,4.4,3.5,3.3,2.3,2.1,2.0
117021327,Petersham - Stanmore,2018,"1,040","1,003",791,756,"1,843","3,077","2,606","1,984","1,689","1,620","1,302","1,126",852,825,621,416,301,241,4.7,4.5,3.6,3.4,8.3,13.9,11.8,9.0,7.6,7.3,5.9,5.1,3.9,3.7,2.8,1.9,1.4,1.1
117021328,Sydenham - Tempe - St Peters,2018,513,424,311,309,720,913,969,843,619,643,512,416,394,303,216,188,93,118,6.0,5.0,3.7,3.6,8.5,10.7,11.4,9.9,7.3,7.6,6.0,4.9,4.6,3.6,2.5,2.2,1.1,1.4
