Code,Label,Year,Persons - 0-4 years (no.),Persons - 5-9 years (no.),Persons - 10-14 years (no.),Persons - 15-19 years (no.),Persons - 20-24 years (no.),Persons - 25-29 years (no.),Persons - 30-34 years (no.),Persons - 35-39 years (no.),Persons - 40-44 years (no.),Persons - 45-49 years (no.),Persons - 50-54 years (no.),Persons - 55-59 years (no.),Persons - 60-64 years (no.),Persons - 65-69 years (no.),Persons - 70-74 years (no.),Persons - 75-79 years (no.),Persons - 80-84 years (no.),Persons - 85 and over (no.),Persons - 0-4 years (%),Persons - 5-9 years (%),Persons - 10-14 years (%),Persons - 15-19 years (%),Persons - 20-24 years (%),Persons - 25-29 years (%),Persons - 30-34 years (%),Persons - 35-39 years (%),Persons - 40-44 years (%),Persons - 45-49 years (%),Persons - 50-54 years (%),Persons - 55-59 years (%),Persons - 60-64 years (%),Persons - 65-69 years (%),Persons - 70-74 years (%),Persons - 75-79 years (%),Persons - 80-84 years (%),Persons - 85 and over (%)
406011133,Port Lincoln,2018,"1,077","1,102","1,072","1,046",819,"1,021","1,089",929,963,"1,073","1,032","1,156",975,887,734,577,377.0,397,6.6,6.7,6.6,6.4,5.0,6.3,6.7,5.7,5.9,6.6,6.3,7.1,6.0,5.4,4.5,3.5,2.3,2.4
406011134,West Coast (SA),2018,252,300,236,190,142,179,225,200,206,254,236,347,321,264,167,88,55.0,56,6.8,8.1,6.3,5.1,3.8,4.8,6.1,5.4,5.5,6.8,6.3,9.3,8.6,7.1,4.5,2.4,1.5,1.5
406011136,Whyalla,2018,"1,354","1,439","1,430","1,356","1,135","1,444","1,433","1,197","1,226","1,566","1,587","1,510","1,272","1,057",958,801,507.0,470,6.2,6.6,6.6,6.2,5.2,6.6,6.6,5.5,5.6,7.2,7.3,6.9,5.9,4.9,4.4,3.7,2.3,2.2
406021138,APY Lands,2018,215,198,217,164,295,259,228,174,164,163,138,91,89,52,39,9,14.0,11,8.5,7.9,8.6,6.5,11.7,10.3,9.0,6.9,6.5,6.5,5.5,3.6,3.5,2.1,1.5,0.4,0.6,0.4
406021139,Coober Pedy,2018,133,114,84,62,81,134,141,99,101,95,145,132,132,117,124,95,44.0,12,7.2,6.2,4.6,3.4,4.4,7.3,7.6,5.4,5.5,5.1,7.9,7.2,7.2,6.3,6.7,5.1,2.4,0.7
406021140,Quorn - Lake Gilles,2018,114,119,112,103,67,109,89,91,96,144,162,228,203,207,160,117,47.0,39,5.2,5.4,5.1,4.7,3.0,4.9,4.0,4.1,4.3,6.5,7.3,10.3,9.2,9.4,7.2,5.3,2.1,1.8
406021141,Outback,2018,105,119,116,68,109,210,233,187,180,232,214,245,209,150,91,47,33.0,26,4.1,4.6,4.5,2.6,4.2,8.2,9.1,7.3,7.0,9.0,8.3,9.5,8.1,5.8,3.5,1.8,1.3,1.0
406021142,Port Augusta,2018,878,930,927,788,822,"1,064",983,788,802,891,874,977,799,729,623,416,269.0,239,6.4,6.7,6.7,5.7,6.0,7.7,7.1,5.7,5.8,6.5,6.3,7.1,5.8,5.3,4.5,3.0,1.9,1.7
406021143,Roxby Downs,2018,416,362,269,169,209,420,466,388,289,275,248,242,133,54,23,10,10.0,9,10.4,9.1,6.7,4.2,5.2,10.5,11.7,9.7,7.2,6.9,6.2,6.1,3.3,1.4,0.6,0.3,0.3,0.2
407011144,Goolwa - Port Elliot,2018,386,493,491,459,363,394,390,424,508,540,663,862,"1,017","1,191","1,276",919,617.0,585,3.3,4.3,4.2,4.0,3.1,3.4,3.4,3.7,4.4,4.7,5.7,7.4,8.8,10.3,11.0,7.9,5.3,5.1
407011145,Kangaroo Island,2018,273,309,243,274,188,199,258,247,259,293,345,426,434,400,339,203,126.0,113,5.5,6.3,4.9,5.6,3.8,4.0,5.2,5.0,5.3,5.9,7.0,8.6,8.8,8.1,6.9,4.1,2.6,2.3
407011146,Strathalbyn,2018,403,472,476,472,389,329,383,352,384,548,423,529,497,535,485,365,214.0,206,5.4,6.3,6.4,6.3,5.2,4.4,5.1,4.7,5.1,7.3,5.7,7.1,6.7,7.2,6.5,4.9,2.9,2.8
407011147,Strathalbyn Region,2018,358,444,565,486,345,328,306,414,487,599,563,671,630,596,439,250,108.0,77,4.7,5.8,7.4,6.3,4.5,4.3,4.0,5.4,6.4,7.8,7.3,8.8,8.2,7.8,5.7,3.3,1.4,1.0
407011148,Victor Harbor,2018,582,696,701,673,527,471,540,550,677,742,721,964,"1,138","1,537","1,681","1,133",780.0,841,3.9,4.7,4.7,4.5,3.5,3.1,3.6,3.7,4.5,5.0,4.8,6.4,7.6,10.3,11.2,7.6,5.2,5.6
407011149,Yankalilla,2018,264,305,339,272,202,163,275,245,279,370,405,522,633,644,519,343,157.0,158,4.3,5.0,5.6,4.5,3.3,2.7,4.5,4.0,4.6,6.1,6.6,8.6,10.4,10.6,8.5,5.6,2.6,2.6
407021150,Grant,2018,296,407,400,358,300,275,332,352,431,511,484,443,440,402,297,183,85.0,89,4.9,6.7,6.6,5.9,4.9,4.5,5.5,5.8,7.1,8.4,8.0,7.3,7.2,6.6,4.9,3.0,1.4,1.5
407021151,Kingston - Robe,2018,191,174,200,169,178,212,181,176,188,224,240,308,333,305,288,200,140.0,111,5.0,4.6,5.2,4.4,4.7,5.6,4.7,4.6,4.9,5.9,6.3,8.1,8.7,8.0,7.5,5.2,3.7,2.9
407021152,Millicent,2018,274,290,344,344,300,238,234,274,303,353,378,428,413,362,293,205,157.0,194,5.1,5.4,6.4,6.4,5.6,4.4,4.3,5.1,5.6,6.6,7.0,7.9,7.7,6.7,5.4,3.8,2.9,3.6
407021154,Naracoorte,2018,363,429,383,334,357,454,446,426,399,371,368,411,335,331,301,213,170.0,186,5.8,6.8,6.1,5.3,5.7,7.2,7.1,6.8,6.4,5.9,5.9,6.5,5.3,5.3,4.8,3.4,2.7,3.0
407021155,Naracoorte Region,2018,130,174,183,143,65,56,102,113,115,196,163,238,190,133,132,59,30.0,34,5.8,7.7,8.1,6.3,2.9,2.5,4.5,5.0,5.1,8.7,7.2,10.5,8.4,5.9,5.9,2.6,1.3,1.5
407021156,Penola,2018,209,219,212,172,125,139,161,170,226,222,245,238,223,246,194,115,71.0,61,6.4,6.7,6.5,5.3,3.8,4.3,5.0,5.2,7.0,6.8,7.5,7.3,6.9,7.6,6.0,3.5,2.2,1.9
407021157,Tatiara,2018,350,474,454,453,372,383,370,403,389,508,487,452,431,406,309,214,149.0,190,5.2,7.0,6.7,6.7,5.5,5.6,5.4,5.9,5.7,7.5,7.2,6.7,6.3,6.0,4.5,3.1,2.2,2.8
407021158,Wattle Range,2018,202,204,206,215,131,119,165,155,181,217,259,309,303,289,161,133,67.0,46,6.0,6.1,6.1,6.4,3.9,3.5,4.9,4.6,5.4,6.5,7.7,9.2,9.0,8.6,4.8,4.0,2.0,1.4
407021173,Mount Gambier - East,2018,929,"1,003","1,081","1,042",877,924,893,925,867,"1,128",988,976,937,826,665,474,287.0,345,6.1,6.6,7.1,6.9,5.8,6.1,5.9,6.1,5.7,7.4,6.5,6.4,6.2,5.4,4.4,3.1,1.9,2.3
407021174,Mount Gambier - West,2018,895,972,944,927,898,925,890,787,813,856,947,974,834,757,687,520,417.0,429,6.2,6.7,6.5,6.4,6.2,6.4,6.1,5.4,5.6,5.9,6.5,6.7,5.8,5.2,4.7,3.6,2.9,3.0
407031159,Barmera,2018,324,391,440,449,302,278,294,323,381,465,449,567,537,479,355,259,190.0,184,4.9,5.9,6.6,6.7,4.5,4.2,4.4,4.8,5.7,7.0,6.7,8.5,8.1,7.2,5.3,3.9,2.8,2.8
407031160,Berri,2018,256,279,266,263,232,291,253,262,197,258,238,258,259,261,199,148,135.0,164,6.1,6.6,6.3,6.2,5.5,6.9,6.0,6.2,4.7,6.1,5.6,6.1,6.1,6.2,4.7,3.5,3.2,3.9
407031161,Karoonda - Lameroo,2018,161,180,210,162,104,148,189,164,195,157,246,218,213,237,173,122,109.0,111,5.2,5.8,6.8,5.2,3.4,4.8,6.1,5.3,6.3,5.1,7.9,7.0,6.9,7.6,5.6,3.9,3.5,3.6
407031162,Loxton,2018,328,334,324,352,275,307,274,250,300,363,364,385,344,369,316,250,163.0,162,6.0,6.1,5.9,6.4,5.0,5.6,5.0,4.6,5.5,6.6,6.7,7.1,6.3,6.8,5.8,4.6,3.0,3.0
407031163,Loxton Region,2018,82,108,133,127,76,64,75,55,104,153,146,151,135,138,83,51,41.0,29,4.7,6.2,7.6,7.3,4.3,3.7,4.3,3.1,5.9,8.7,8.3,8.6,7.7,7.9,4.7,2.9,2.3,1.7
407031164,Mannum,2018,262,334,319,287,327,243,266,256,294,435,490,539,610,600,519,332,155.0,163,4.1,5.2,5.0,4.5,5.1,3.8,4.1,4.0,4.6,6.8,7.6,8.4,9.5,9.3,8.1,5.2,2.4,2.5
407031165,Murray Bridge,2018,"1,113","1,100","1,028","1,092","1,332","1,598","1,355",979,967,"1,153","1,121","1,169","1,032","1,028",985,716,510.0,501,5.9,5.9,5.5,5.8,7.1,8.5,7.2,5.2,5.1,6.1,6.0,6.2,5.5,5.5,5.2,3.8,2.7,2.7
407031166,Murray Bridge Region,2018,156,237,252,260,199,177,164,218,203,286,318,341,253,266,224,113,61.0,54,4.1,6.3,6.7,6.9,5.3,4.7,4.3,5.8,5.4,7.6,8.4,9.0,6.7,7.0,5.9,3.0,1.6,1.4
407031167,Renmark,2018,292,252,268,317,253,323,327,280,264,258,246,283,300,326,266,226,156.0,201,6.0,5.2,5.5,6.6,5.2,6.7,6.8,5.8,5.5,5.3,5.1,5.8,6.2,6.7,5.5,4.7,3.2,4.2
407031168,Renmark Region,2018,236,304,321,339,236,295,285,271,263,408,372,420,362,351,253,144,98.0,73,4.7,6.0,6.4,6.7,4.7,5.9,5.7,5.4,5.2,8.1,7.4,8.3,7.2,7.0,5.0,2.9,1.9,1.5
407031169,The Coorong,2018,315,350,340,326,220,246,304,269,296,293,392,457,424,364,356,263,149.0,104,5.8,6.4,6.2,6.0,4.0,4.5,5.6,4.9,5.4,5.4,7.2,8.4,7.8,6.7,6.5,4.8,2.7,1.9
407031170,Waikerie,2018,319,341,378,378,295,314,349,366,379,440,541,502,572,573,458,251,149.0,209,4.7,5.0,5.5,5.5,4.3,4.6,5.1,5.4,5.6,6.5,7.9,7.4,8.4,8.4,6.7,3.7,2.2,3.1
501011001,Augusta,2018,390,410,355,297,186,174,303,421,413,396,408,429,429,437,316,221,132.0,140,6.7,7.0,6.1,5.1,3.2,3.0,5.2,7.2,7.1,6.8,7.0,7.3,7.3,7.5,5.4,3.8,2.3,2.4
501011002,Busselton,2018,"1,423","1,898","2,007","1,875","1,182","1,254","1,470","1,645","1,779","1,961","1,705","1,742","1,754","1,771","1,547","1,043",766.0,762,5.2,6.9,7.3,6.8,4.3,4.5,5.3,6.0,6.4,7.1,6.2,6.3,6.4,6.4,5.6,3.8,2.8,2.8
501011003,Busselton Region,2018,772,883,787,617,350,474,726,886,844,915,735,699,789,708,561,319,140.0,132,6.8,7.8,6.9,5.4,3.1,4.2,6.4,7.8,7.4,8.1,6.5,6.2,7.0,6.2,4.9,2.8,1.2,1.2
501011004,Margaret River,2018,742,809,750,577,318,566,752,847,826,819,558,602,557,421,274,170,115.0,111,7.6,8.2,7.6,5.9,3.2,5.8,7.7,8.6,8.4,8.3,5.7,6.1,5.7,4.3,2.8,1.7,1.2,1.1
501021005,Australind - Leschenault,2018,"1,374","1,486","1,515","1,320",916,"1,053","1,271","1,267","1,190","1,319","1,223","1,141","1,098",866,725,411,275.0,177,7.4,8.0,8.1,7.1,4.9,5.7,6.8,6.8,6.4,7.1,6.6,6.1,5.9,4.6,3.9,2.2,1.5,1.0
501021007,Capel,2018,328,386,395,355,226,217,249,340,318,433,407,421,384,327,275,162,77.0,64,6.1,7.2,7.4,6.6,4.2,4.0,4.6,6.3,5.9,8.1,7.6,7.8,7.2,6.1,5.1,3.0,1.4,1.2
501021008,College Grove - Carey Park,2018,472,368,323,357,511,534,508,435,393,463,439,427,457,343,280,183,134.0,157,7.0,5.4,4.8,5.3,7.5,7.9,7.5,6.4,5.8,6.8,6.5,6.3,6.7,5.1,4.1,2.7,2.0,2.3
501021009,Collie,2018,526,582,597,550,479,497,516,477,464,584,583,647,649,576,470,237,161.0,159,6.0,6.6,6.8,6.3,5.5,5.7,5.9,5.4,5.3,6.7,6.7,7.4,7.4,6.6,5.4,2.7,1.8,1.8
501021010,Dardanup,2018,169,211,263,222,159,110,146,181,190,247,260,257,267,204,146,77,51.0,25,5.3,6.6,8.3,7.0,5.0,3.5,4.6,5.7,6.0,7.8,8.2,8.1,8.4,6.4,4.6,2.4,1.6,0.8
501021012,Eaton - Pelican Point,2018,964,889,777,791,636,842,877,822,704,758,691,742,622,582,465,357,250.0,237,8.0,7.4,6.5,6.6,5.3,7.0,7.3,6.8,5.9,6.3,5.8,6.2,5.2,4.8,3.9,3.0,2.1,2.0
501021014,Harvey,2018,492,598,636,737,392,421,490,488,623,636,697,589,623,547,442,305,204.0,137,5.4,6.6,7.0,8.1,4.3,4.6,5.4,5.4,6.9,7.0,7.7,6.5,6.9,6.0,4.9,3.4,2.3,1.5
501021015,East Bunbury - Glen Iris,2018,470,451,404,377,405,504,483,386,371,398,435,504,429,356,363,239,188.0,175,6.8,6.5,5.8,5.4,5.8,7.3,7.0,5.6,5.3,5.7,6.3,7.3,6.2,5.1,5.2,3.4,2.7,2.5
501021016,Waroona,2018,250,226,283,267,175,193,244,235,201,272,290,344,297,308,194,172,114.0,104,6.0,5.4,6.8,6.4,4.2,4.6,5.9,5.6,4.8,6.5,7.0,8.3,7.1,7.4,4.7,4.1,2.7,2.5
501021251,Dalyellup,2018,747,837,913,886,591,611,703,683,795,786,602,427,295,280,236,129,62.0,24,7.8,8.7,9.5,9.2,6.2,6.4,7.3,7.1,8.3,8.2,6.3,4.4,3.1,2.9,2.5,1.3,0.6,0.2
501021252,Gelorup - Stratham,2018,136,178,284,351,124,74,92,120,200,289,274,266,242,177,118,66,36.0,29,4.5,5.8,9.3,11.5,4.1,2.4,3.0,3.9,6.5,9.5,9.0,8.7,7.9,5.8,3.9,2.2,1.2,0.9
501021253,South Bunbury - Bunbury,2018,663,664,731,647,505,689,716,785,728,876,807,885,854,765,681,448,359.0,480,5.4,5.4,6.0,5.3,4.1,5.6,5.8,6.4,5.9,7.1,6.6,7.2,7.0,6.2,5.5,3.6,2.9,3.9
501021254,Withers - Usher,2018,376,334,316,355,320,303,293,325,345,335,313,327,310,269,230,155,86.0,58,7.4,6.6,6.3,7.0,6.3,6.0,5.8,6.4,6.8,6.6,6.2,6.5,6.1,5.3,4.6,3.1,1.7,1.1
501031017,Bridgetown - Boyup Brook,2018,330,413,474,333,163,188,253,310,384,433,458,561,537,588,457,307,158.0,131,5.1,6.4,7.3,5.1,2.5,2.9,3.9,4.8,5.9,6.7,7.1,8.7,8.3,9.1,7.1,4.7,2.4,2.0
501031018,Donnybrook - Balingup,2018,332,379,404,384,184,262,285,313,348,419,411,484,536,442,389,249,116.0,125,5.5,6.3,6.7,6.3,3.0,4.3,4.7,5.2,5.7,6.9,6.8,8.0,8.8,7.3,6.4,4.1,1.9,2.1
501031019,Manjimup,2018,381,332,399,397,260,307,276,321,297,348,388,428,335,306,222,188,125.0,135,7.0,6.1,7.3,7.3,4.8,5.6,5.1,5.9,5.5,6.4,7.1,7.9,6.2,5.6,4.1,3.5,2.3,2.5
501031020,Pemberton,2018,217,260,352,302,164,151,188,219,261,397,406,477,474,406,388,230,101.0,113,4.2,5.1,6.9,5.9,3.2,3.0,3.7,4.3,5.1,7.8,8.0,9.3,9.3,8.0,7.6,4.5,2.0,2.2
502011021,Dawesville - Bouvard,2018,447,610,602,432,343,333,439,459,507,560,468,463,537,647,560,309,148.0,71,5.6,7.7,7.6,5.4,4.3,4.2,5.5,5.8,6.4,7.1,5.9,5.8,6.8,8.2,7.1,3.9,1.9,0.9
502011022,Falcon - Wannanup,2018,480,516,569,557,526,358,425,483,523,634,627,673,670,705,661,391,252.0,185,5.2,5.6,6.2,6.0,5.7,3.9,4.6,5.2,5.7,6.9,6.8,7.3,7.3,7.6,7.2,4.2,2.7,2.0
502011023,Greenfields,2018,548,669,589,596,566,571,528,473,516,573,609,589,595,518,506,572,506.0,382,5.5,6.8,5.9,6.0,5.7,5.8,5.3,4.8,5.2,5.8,6.1,5.9,6.0,5.2,5.1,5.8,5.1,3.9
502011024,Halls Head - Erskine,2018,"1,064","1,142","1,171","1,233","1,088",872,891,"1,062","1,074","1,241","1,216","1,281","1,234","1,339","1,402",995,638.0,511,5.5,5.9,6.0,6.3,5.6,4.5,4.6,5.5,5.5,6.4,6.3,6.6,6.3,6.9,7.2,5.1,3.3,2.6
502011025,Mandurah,2018,471,378,334,377,530,507,522,466,435,558,578,687,669,688,607,477,380.0,345,5.2,4.2,3.7,4.2,5.9,5.6,5.8,5.2,4.8,6.2,6.4,7.6,7.4,7.6,6.7,5.3,4.2,3.8
502011026,Mandurah - East,2018,323,353,385,370,369,266,271,270,332,419,408,462,511,521,466,321,204.0,116,5.1,5.5,6.0,5.8,5.8,4.2,4.3,4.2,5.2,6.6,6.4,7.3,8.0,8.2,7.3,5.0,3.2,1.8
502011027,Mandurah - North,2018,"1,537","1,585","1,474","1,307","1,254","1,419","1,547","1,299","1,255","1,275","1,162",984,844,756,764,547,322.0,377,7.8,8.0,7.5,6.6,6.4,7.2,7.8,6.6,6.4,6.5,5.9,5.0,4.3,3.8,3.9,2.8,1.6,1.9
502011028,Mandurah - South,2018,563,576,545,572,594,474,431,490,480,588,646,815,730,773,813,611,401.0,366,5.4,5.5,5.2,5.5,5.7,4.5,4.1,4.7,4.6,5.6,6.2,7.8,7.0,7.4,7.8,5.8,3.8,3.5
502011029,Pinjarra,2018,571,725,724,627,473,506,592,542,588,678,661,605,601,590,525,407,309.0,225,5.7,7.3,7.3,6.3,4.8,5.1,6.0,5.4,5.9,6.8,6.6,6.1,6.0,5.9,5.3,4.1,3.1,2.3
503011030,City Beach,2018,213,457,680,646,464,277,127,199,340,617,587,515,394,319,270,273,274.0,293,3.1,6.6,9.8,9.3,6.7,4.0,1.8,2.9,4.9,8.9,8.5,7.4,5.7,4.6,3.9,3.9,3.9,4.2
503011031,Claremont (WA),2018,383,399,513,660,575,616,510,416,410,579,532,484,495,488,500,426,283.0,366,4.4,4.6,5.9,7.6,6.7,7.1,5.9,4.8,4.7,6.7,6.2,5.6,5.7,5.7,5.8,4.9,3.3,4.2
503011032,Cottesloe,2018,395,477,568,550,432,552,433,470,410,550,577,567,515,479,372,242,154.0,196,5.0,6.0,7.2,6.9,5.4,7.0,5.5,5.9,5.2,6.9,7.3,7.1,6.5,6.0,4.7,3.0,1.9,2.5
503011033,Floreat,2018,487,794,825,670,567,343,259,470,652,736,698,609,504,345,255,191,129.0,204,5.6,9.1,9.4,7.7,6.5,3.9,3.0,5.4,7.5,8.4,8.0,7.0,5.8,3.9,2.9,2.2,1.5,2.3
503011034,Mosman Park - Peppermint Grove,2018,454,588,802,921,659,644,661,602,583,813,752,689,616,622,541,384,224.0,233,4.2,5.5,7.4,8.5,6.1,6.0,6.1,5.6,5.4,7.5,7.0,6.4,5.7,5.8,5.0,3.6,2.1,2.2
503011035,Nedlands - Dalkeith - Crawley,2018,767,"1,134","1,207","1,624","2,827","1,632",832,882,"1,017","1,142","1,079",996,"1,030",944,902,585,376.0,486,3.9,5.8,6.2,8.3,14.5,8.4,4.3,4.5,5.2,5.9,5.5,5.1,5.3,4.9,4.6,3.0,1.9,2.5
503011036,Swanbourne - Mount Claremont,2018,448,671,761,826,586,456,368,453,634,711,686,597,541,531,437,297,218.0,272,4.7,7.1,8.0,8.7,6.2,4.8,3.9,4.8,6.7,7.5,7.2,6.3,5.7,5.6,4.6,3.1,2.3,2.9
503021038,Mount Hawthorn - Leederville,2018,773,830,671,513,620,949,"1,219","1,024",907,905,710,627,480,374,284,202,146.0,143,6.8,7.3,5.9,4.5,5.4,8.3,10.7,9.0,8.0,8.0,6.2,5.5,4.2,3.3,2.5,1.8,1.3,1.3
503021039,Mount Lawley - Inglewood,2018,934,811,795,841,"1,263","1,585","1,650","1,358","1,114","1,130","1,135","1,086","1,022",838,575,375,264.0,383,5.4,4.7,4.6,4.9,7.4,9.2,9.6,7.9,6.5,6.6,6.6,6.3,6.0,4.9,3.4,2.2,1.5,2.2
503021040,North Perth,2018,482,518,412,362,555,937,916,776,619,678,655,574,474,374,274,221,214.0,219,5.2,5.6,4.4,3.9,6.0,10.1,9.9,8.4,6.7,7.3,7.1,6.2,5.1,4.0,3.0,2.4,2.3,2.4
503021041,Perth City,2018,"1,331",614,411,711,"3,336","6,471","6,022","3,663","1,973","1,810","1,678","1,716","1,662","1,236",954,612,368.0,363,3.8,1.8,1.2,2.0,9.6,18.5,17.2,10.5,5.6,5.2,4.8,4.9,4.8,3.5,2.7,1.8,1.1,1.0
503021042,Subiaco - Shenton Park,2018,931,929,906,826,998,"1,506","1,394","1,220","1,122","1,138","1,058","1,034",977,989,858,608,435.0,435,5.4,5.4,5.2,4.8,5.7,8.7,8.0,7.0,6.5,6.6,6.1,6.0,5.6,5.7,4.9,3.5,2.5,2.5
503021043,Wembley - West Leederville - Glendalough,2018,"1,093","1,208",993,780,"1,040","1,873","1,932","1,638","1,396","1,235",920,941,874,752,622,389,363.0,497,5.9,6.5,5.4,4.2,5.6,10.1,10.4,8.8,7.5,6.7,5.0,5.1,4.7,4.1,3.4,2.1,2.0,2.7
504011044,Bassendean - Eden Hill - Ashfield,2018,"1,084",966,801,792,916,"1,013","1,317","1,188","1,095","1,156","1,007","1,015",861,780,630,439,340.0,339,6.9,6.1,5.1,5.0,5.8,6.4,8.4,7.5,7.0,7.3,6.4,6.4,5.5,5.0,4.0,2.8,2.2,2.2
504011045,Bayswater - Embleton - Bedford,2018,"1,623","1,407","1,197","1,165","1,456","1,761","2,124","1,943","1,760","1,766","1,514","1,472","1,254","1,000",835,590,498.0,632,6.8,5.9,5.0,4.9,6.1,7.3,8.9,8.1,7.3,7.4,6.3,6.1,5.2,4.2,3.5,2.5,2.1,2.6
504011046,Maylands,2018,774,463,437,345,898,"1,572","1,843","1,339",954,860,665,681,674,580,446,230,153.0,174,5.9,3.5,3.3,2.6,6.9,12.0,14.1,10.2,7.3,6.6,5.1,5.2,5.1,4.4,3.4,1.8,1.2,1.3
504011047,Morley,2018,"1,379","1,202","1,090","1,187","1,609","1,873","1,973","1,542","1,358","1,391","1,329","1,288","1,173","1,112","1,047",793,544.0,500,6.2,5.4,4.9,5.3,7.2,8.4,8.8,6.9,6.1,6.2,5.9,5.8,5.2,5.0,4.7,3.5,2.4,2.2
504011048,Noranda,2018,410,403,461,485,536,395,450,453,389,521,516,603,616,601,475,326,225.0,161,5.1,5.0,5.7,6.0,6.7,4.9,5.6,5.6,4.8,6.5,6.4,7.5,7.7,7.5,5.9,4.1,2.8,2.0
504021049,Chidlow,2018,154,191,236,210,361,393,514,520,388,444,364,336,247,210,131,57,38.0,30,3.2,4.0,4.9,4.4,7.5,8.1,10.7,10.8,8.0,9.2,7.5,7.0,5.1,4.4,2.7,1.2,0.8,0.6
504021050,Glen Forrest - Darlington,2018,395,530,572,505,374,168,292,378,473,591,587,585,490,463,410,224,134.0,91,5.4,7.3,7.9,7.0,5.2,2.3,4.0,5.2,6.5,8.1,8.1,8.1,6.7,6.4,5.6,3.1,1.8,1.3
504021051,Helena Valley - Koongamia,2018,393,356,326,343,358,355,406,373,348,393,392,365,331,325,264,184,110.0,74,6.9,6.3,5.7,6.0,6.3,6.2,7.1,6.5,6.1,6.9,6.9,6.4,5.8,5.7,4.6,3.2,1.9,1.3
504021053,Mundaring,2018,662,877,"1,030",934,663,520,600,711,794,"1,039","1,044","1,040",905,781,609,398,231.0,230,5.1,6.7,7.9,7.1,5.1,4.0,4.6,5.4,6.1,8.0,8.0,8.0,6.9,6.0,4.7,3.0,1.8,1.8
504021054,Swan View - Greenmount - Midvale,2018,638,721,674,760,671,843,778,647,718,828,857,816,796,720,627,468,301.0,282,5.3,5.9,5.5,6.3,5.5,6.9,6.4,5.3,5.9,6.8,7.1,6.7,6.6,5.9,5.2,3.9,2.5,2.3
504031056,Ballajura,2018,"1,108","1,187","1,359","1,541","1,600","1,190","1,193","1,131","1,079","1,387","1,545","1,500","1,112",721,506,346,259.0,178,5.8,6.3,7.2,8.1,8.4,6.3,6.3,6.0,5.7,7.3,8.2,7.9,5.9,3.8,2.7,1.8,1.4,0.9
504031057,Beechboro,2018,"1,551","1,431","1,274","1,145","1,305","1,591","1,808","1,706","1,343","1,219","1,202","1,092",961,682,481,306,147.0,129,8.0,7.4,6.6,5.9,6.7,8.2,9.3,8.8,6.9,6.3,6.2,5.6,5.0,3.5,2.5,1.6,0.8,0.7
504031058,Bullsbrook,2018,318,365,415,435,397,330,303,331,416,458,429,399,313,269,192,125,55.0,25,5.7,6.5,7.4,7.8,7.1,5.9,5.4,5.9,7.5,8.2,7.7,7.2,5.6,4.8,3.4,2.2,1.0,0.4
504031059,Ellenbrook,2018,"4,063","3,677","3,067","2,653","2,595","4,021","4,241","3,647","2,954","2,795","2,035","1,644","1,171",900,756,516,351.0,296,9.8,8.9,7.4,6.4,6.3,9.7,10.2,8.8,7.1,6.8,4.9,4.0,2.8,2.2,1.8,1.2,0.8,0.7
504031060,Gidgegannup,2018,123,149,219,215,163,93,97,125,170,271,277,274,198,131,115,89,34.0,31,4.4,5.4,7.9,7.8,5.9,3.4,3.5,4.5,6.1,9.8,10.0,9.9,7.1,4.7,4.1,3.2,1.2,1.1
504031061,Hazelmere - Guildford,2018,353,278,235,221,266,270,365,365,299,341,281,249,260,212,159,118,56.0,69,8.0,6.3,5.3,5.0,6.0,6.1,8.3,8.3,6.8,7.8,6.4,5.7,5.9,4.8,3.6,2.7,1.3,1.6
504031062,Lockridge - Kiara,2018,"1,009",803,700,611,828,966,"1,194",941,841,806,701,662,526,417,342,201,136.0,101,8.6,6.8,5.9,5.2,7.0,8.2,10.1,8.0,7.1,6.8,5.9,5.6,4.5,3.5,2.9,1.7,1.2,0.9
504031065,Middle Swan - Herne Hill,2018,308,317,315,413,398,336,387,346,333,365,375,367,316,323,263,174,124.0,111,5.5,5.7,5.7,7.4,7.1,6.0,6.9,6.2,6.0,6.6,6.7,6.6,5.7,5.8,4.7,3.1,2.2,2.0
504031066,Midland - Guildford,2018,696,564,483,619,809,842,784,763,665,790,700,752,613,517,399,283,252.0,294,6.4,5.2,4.5,5.7,7.5,7.8,7.2,7.0,6.1,7.3,6.5,6.9,5.7,4.8,3.7,2.6,2.3,2.7
504031067,Stratton - Jane Brook,2018,496,504,539,533,497,517,471,512,435,546,524,461,312,230,205,113,78.0,37,7.1,7.2,7.7,7.6,7.1,7.4,6.7,7.3,6.2,7.8,7.5,6.6,4.5,3.3,2.9,1.6,1.1,0.5
504031068,The Vines,2018,907,955,893,766,752,929,876,861,818,841,816,691,526,470,343,187,121.0,58,7.7,8.1,7.6,6.5,6.4,7.9,7.4,7.3,6.9,7.1,6.9,5.9,4.5,4.0,2.9,1.6,1.0,0.5
505011070,Craigie - Beldon,2018,876,679,557,510,504,985,"1,101",852,679,673,517,615,518,475,354,181,119.0,135,8.5,6.6,5.4,4.9,4.9,9.5,10.7,8.2,6.6,6.5,5.0,6.0,5.0,4.6,3.4,1.8,1.2,1.3
505011071,Currambine - Kinross,2018,782,984,"1,090","1,205","1,152",729,796,806,964,"1,267","1,209","1,033",703,507,358,236,164.0,134,5.5,7.0,7.7,8.5,8.2,5.2,5.6,5.7,6.8,9.0,8.6,7.3,5.0,3.6,2.5,1.7,1.2,0.9
